identifier1	identifier2	judgment	comment	annotator
1929-1965_anfektelse_17	1929-1965_anfektelse_48	0.0	comment	titare
1929-1965_anfektelse_17	1970-2015_anfektelse_15	3.0	comment	alexandra_w
1929-1965_anfektelse_17	1970-2015_anfektelse_16	4.0	comment	alexandra_w
1929-1965_anfektelse_17	1929-1965_anfektelse_32	4.0	comment	HelleBol
1929-1965_anfektelse_17	1970-2015_anfektelse_11	3.0	comment	HelleBol
1929-1965_anfektelse_17	1970-2015_anfektelse_17	3.0	comment	alexandra_w
1929-1965_anfektelse_17	1929-1965_anfektelse_51	0.0	comment	titare
1929-1965_anfektelse_17	1929-1965_anfektelse_56	3.0	comment	HelleBol
1929-1965_anfektelse_17	1929-1965_anfektelse_31	4.0	comment	alexandra_w
1929-1965_anfektelse_17	1929-1965_anfektelse_48	3.0	comment	HelleBol
1929-1965_anfektelse_48	1970-2015_anfektelse_16	0.0	comment	titare
1929-1965_anfektelse_48	1970-2015_anfektelse_0	0.0	comment	titare
1929-1965_anfektelse_48	1970-2015_anfektelse_4	4.0	comment	alexandra_w
1929-1965_anfektelse_48	1929-1965_anfektelse_32	3.0	comment	HelleBol
1929-1965_anfektelse_48	1970-2015_anfektelse_11	3.0	comment	HelleBol
1929-1965_anfektelse_48	1929-1965_anfektelse_11	0.0	comment	titare
1929-1965_anfektelse_48	1970-2015_anfektelse_11	3.0	comment	alexandra_w
1929-1965_anfektelse_48	1970-2015_anfektelse_0	3.0	comment	alexandra_w
1929-1965_anfektelse_48	1929-1965_anfektelse_31	3.0	comment	alexandra_w
1929-1965_anfektelse_48	1929-1965_anfektelse_30	0.0	comment	titare
1929-1965_anfektelse_48	1929-1965_anfektelse_31	3.0	comment	HelleBol
1929-1965_anfektelse_48	1970-2015_anfektelse_17	3.0	comment	HelleBol
1929-1965_anfektelse_48	1970-2015_anfektelse_6	3.0	comment	HelleBol
1929-1965_anfektelse_48	1970-2015_anfektelse_15	4.0	comment	alexandra_w
1929-1965_anfektelse_48	1970-2015_anfektelse_16	3.0	comment	alexandra_w
1929-1965_anfektelse_48	1970-2015_anfektelse_9	0.0	comment	titare
1929-1965_anfektelse_48	1970-2015_anfektelse_2	3.0	comment	HelleBol
1929-1965_anfektelse_48	1929-1965_anfektelse_51	0.0	comment	titare
1929-1965_anfektelse_48	1970-2015_anfektelse_2	0.0	comment	titare
1929-1965_anfektelse_48	1970-2015_anfektelse_11	0.0	comment	titare
1929-1965_anfektelse_31	1970-2015_anfektelse_11	3.0	comment	alexandra_w
1929-1965_anfektelse_31	1929-1965_anfektelse_33	4.0	comment	HelleBol
1929-1965_anfektelse_31	1929-1965_anfektelse_48	0.0	comment	titare
1929-1965_anfektelse_31	1929-1965_anfektelse_30	4.0	comment	HelleBol
1929-1965_anfektelse_31	1929-1965_anfektelse_11	4.0	comment	HelleBol
1929-1965_anfektelse_31	1929-1965_anfektelse_43	4.0	comment	titare
1929-1965_anfektelse_31	1929-1965_anfektelse_32	4.0	comment	titare
1929-1965_anfektelse_31	1970-2015_anfektelse_0	4.0	comment	alexandra_w
1929-1965_anfektelse_31	1929-1965_anfektelse_30	4.0	comment	titare
1929-1965_anfektelse_31	1929-1965_anfektelse_51	0.0	comment	titare
1929-1965_anfektelse_31	1970-2015_anfektelse_9	0.0	comment	titare
1929-1965_anfektelse_31	1970-2015_anfektelse_16	4.0	comment	titare
1929-1965_anfektelse_31	1970-2015_anfektelse_17	0.0	comment	alexandra_w
1929-1965_anfektelse_31	1970-2015_anfektelse_15	1.0	comment	titare
1929-1965_anfektelse_31	1970-2015_anfektelse_11	2.0	comment	titare
1970-2015_anfektelse_3	1929-1965_anfektelse_11	1.0	comment	titare
1970-2015_anfektelse_3	1929-1965_anfektelse_33	3.0	comment	HelleBol
1970-2015_anfektelse_3	1929-1965_anfektelse_51	0.0	comment	titare
1970-2015_anfektelse_3	1929-1965_anfektelse_43	3.0	comment	HelleBol
1970-2015_anfektelse_3	1929-1965_anfektelse_17	3.0	comment	titare
1970-2015_anfektelse_3	1970-2015_anfektelse_6	1.0	comment	titare
1970-2015_anfektelse_3	1970-2015_anfektelse_11	3.0	comment	HelleBol
1970-2015_anfektelse_3	1929-1965_anfektelse_56	1.0	comment	titare
1970-2015_anfektelse_3	1970-2015_anfektelse_17	1.0	comment	titare
1970-2015_anfektelse_3	1929-1965_anfektelse_33	0.0	comment	titare
1970-2015_anfektelse_3	1970-2015_anfektelse_0	0.0	comment	alexandra_w
1970-2015_anfektelse_3	1970-2015_anfektelse_0	4.0	comment	titare
1970-2015_anfektelse_3	1970-2015_anfektelse_9	3.0	comment	HelleBol
1970-2015_anfektelse_3	1929-1965_anfektelse_30	0.0	comment	alexandra_w
1970-2015_anfektelse_3	1929-1965_anfektelse_31	3.0	comment	titare
1970-2015_anfektelse_3	1970-2015_anfektelse_17	3.0	comment	alexandra_w
1970-2015_anfektelse_3	1970-2015_anfektelse_0	3.0	comment	HelleBol
1970-2015_anfektelse_3	1970-2015_anfektelse_9	2.0	comment	titare
1970-2015_anfektelse_3	1970-2015_anfektelse_5	1.0	comment	titare
1970-2015_anfektelse_3	1929-1965_anfektelse_48	3.0	comment	HelleBol
1970-2015_anfektelse_3	1970-2015_anfektelse_4	4.0	comment	titare
1970-2015_anfektelse_3	1970-2015_anfektelse_15	4.0	comment	alexandra_w
1970-2015_anfektelse_3	1929-1965_anfektelse_48	0.0	comment	titare
1970-2015_anfektelse_3	1929-1965_anfektelse_48	3.0	comment	alexandra_w
1970-2015_anfektelse_3	1929-1965_anfektelse_43	1.0	comment	titare
1929-1965_anfektelse_11	1929-1965_anfektelse_51	4.0	comment	alexandra_w
1929-1965_anfektelse_11	1929-1965_anfektelse_31	4.0	comment	titare
1929-1965_anfektelse_11	1970-2015_anfektelse_2	0.0	comment	alexandra_w
1929-1965_anfektelse_11	1929-1965_anfektelse_56	4.0	comment	titare
1929-1965_anfektelse_11	1970-2015_anfektelse_4	2.0	comment	titare
1929-1965_anfektelse_11	1970-2015_anfektelse_16	0.0	comment	titare
1929-1965_anfektelse_11	1970-2015_anfektelse_11	1.0	comment	titare
1929-1965_anfektelse_11	1970-2015_anfektelse_17	4.0	comment	HelleBol
1929-1965_anfektelse_11	1929-1965_anfektelse_30	4.0	comment	titare
1929-1965_anfektelse_11	1929-1965_anfektelse_30	3.0	comment	alexandra_w
1929-1965_anfektelse_11	1929-1965_anfektelse_43	3.0	comment	alexandra_w
1929-1965_anfektelse_11	1929-1965_anfektelse_31	3.0	comment	alexandra_w
1929-1965_anfektelse_11	1970-2015_anfektelse_5	1.0	comment	titare
1929-1965_anfektelse_11	1970-2015_anfektelse_15	4.0	comment	alexandra_w
1929-1965_anfektelse_11	1929-1965_anfektelse_56	3.0	comment	HelleBol
1929-1965_anfektelse_11	1929-1965_anfektelse_17	4.0	comment	HelleBol
1929-1965_anfektelse_11	1970-2015_anfektelse_0	4.0	comment	titare
1929-1965_anfektelse_11	1929-1965_anfektelse_33	4.0	comment	titare
1929-1965_anfektelse_11	1929-1965_anfektelse_48	3.0	comment	HelleBol
1929-1965_anfektelse_11	1929-1965_anfektelse_17	4.0	comment	titare
1929-1965_anfektelse_11	1970-2015_anfektelse_2	4.0	comment	titare
1929-1965_anfektelse_11	1970-2015_anfektelse_17	0.0	comment	titare
1929-1965_anfektelse_11	1970-2015_anfektelse_15	1.0	comment	titare
1929-1965_anfektelse_11	1970-2015_anfektelse_11	4.0	comment	alexandra_w
1929-1965_anfektelse_11	1929-1965_anfektelse_10	4.0	comment	titare
1929-1965_anfektelse_11	1929-1965_anfektelse_33	3.0	comment	alexandra_w
1970-2015_anfektelse_0	1970-2015_anfektelse_11	3.0	comment	titare
1970-2015_anfektelse_0	1929-1965_anfektelse_43	0.0	comment	titare
1970-2015_anfektelse_0	1929-1965_anfektelse_10	4.0	comment	titare
1970-2015_anfektelse_0	1929-1965_anfektelse_56	3.0	comment	titare
1970-2015_anfektelse_0	1970-2015_anfektelse_9	3.0	comment	HelleBol
1970-2015_anfektelse_0	1970-2015_anfektelse_11	3.0	comment	HelleBol
1970-2015_anfektelse_0	1970-2015_anfektelse_5	0.0	comment	titare
1970-2015_anfektelse_0	1929-1965_anfektelse_30	4.0	comment	HelleBol
1970-2015_anfektelse_0	1929-1965_anfektelse_31	4.0	comment	titare
1970-2015_anfektelse_0	1970-2015_anfektelse_2	4.0	comment	HelleBol
1970-2015_anfektelse_0	1970-2015_anfektelse_2	4.0	comment	titare
1970-2015_anfektelse_0	1929-1965_anfektelse_33	4.0	comment	alexandra_w
1970-2015_anfektelse_0	1929-1965_anfektelse_30	4.0	comment	titare
1970-2015_anfektelse_0	1929-1965_anfektelse_17	0.0	comment	titare
1970-2015_anfektelse_0	1970-2015_anfektelse_15	3.0	comment	alexandra_w
1970-2015_anfektelse_0	1929-1965_anfektelse_33	4.0	comment	HelleBol
1970-2015_anfektelse_0	1929-1965_anfektelse_30	4.0	comment	alexandra_w
1929-1965_anfektelse_56	1970-2015_anfektelse_4	4.0	comment	alexandra_w
1929-1965_anfektelse_56	1929-1965_anfektelse_17	4.0	comment	titare
1929-1965_anfektelse_56	1970-2015_anfektelse_4	3.0	comment	titare
1929-1965_anfektelse_56	1929-1965_anfektelse_31	0.0	comment	titare
1929-1965_anfektelse_56	1970-2015_anfektelse_2	3.0	comment	alexandra_w
1929-1965_anfektelse_56	1929-1965_anfektelse_48	0.0	comment	titare
1929-1965_anfektelse_56	1970-2015_anfektelse_9	4.0	comment	HelleBol
1929-1965_anfektelse_56	1929-1965_anfektelse_31	3.0	comment	HelleBol
1929-1965_anfektelse_56	1929-1965_anfektelse_48	4.0	comment	HelleBol
1929-1965_anfektelse_56	1970-2015_anfektelse_17	4.0	comment	titare
1929-1965_anfektelse_56	1929-1965_anfektelse_33	3.0	comment	HelleBol
1929-1965_anfektelse_56	1929-1965_anfektelse_33	4.0	comment	titare
1970-2015_anfektelse_9	1929-1965_anfektelse_11	3.0	comment	alexandra_w
1970-2015_anfektelse_9	1929-1965_anfektelse_10	3.0	comment	HelleBol
1970-2015_anfektelse_9	1970-2015_anfektelse_11	3.0	comment	titare
1970-2015_anfektelse_9	1970-2015_anfektelse_6	1.0	comment	titare
1970-2015_anfektelse_9	1929-1965_anfektelse_11	2.0	comment	titare
1970-2015_anfektelse_9	1970-2015_anfektelse_5	1.0	comment	titare
1970-2015_anfektelse_9	1929-1965_anfektelse_31	4.0	comment	alexandra_w
1970-2015_anfektelse_9	1970-2015_anfektelse_16	3.0	comment	alexandra_w
1970-2015_anfektelse_9	1970-2015_anfektelse_15	2.0	comment	titare
1970-2015_anfektelse_9	1929-1965_anfektelse_17	3.0	comment	titare
1970-2015_anfektelse_9	1929-1965_anfektelse_30	2.0	comment	titare
1970-2015_anfektelse_9	1929-1965_anfektelse_56	2.0	comment	titare
1970-2015_anfektelse_9	1970-2015_anfektelse_17	3.0	comment	HelleBol
1970-2015_anfektelse_9	1970-2015_anfektelse_0	3.0	comment	titare
1970-2015_anfektelse_9	1970-2015_anfektelse_3	4.0	comment	alexandra_w
1970-2015_anfektelse_9	1929-1965_anfektelse_31	3.0	comment	HelleBol
1970-2015_anfektelse_9	1929-1965_anfektelse_43	3.0	comment	titare
1929-1965_anfektelse_10	1970-2015_anfektelse_16	4.0	comment	HelleBol
1929-1965_anfektelse_10	1929-1965_anfektelse_48	0.0	comment	titare
1929-1965_anfektelse_10	1970-2015_anfektelse_5	1.0	comment	titare
1929-1965_anfektelse_10	1929-1965_anfektelse_51	3.0	comment	HelleBol
1929-1965_anfektelse_10	1929-1965_anfektelse_31	4.0	comment	titare
1929-1965_anfektelse_10	1929-1965_anfektelse_17	4.0	comment	titare
1929-1965_anfektelse_10	1970-2015_anfektelse_9	3.0	comment	titare
1929-1965_anfektelse_10	1970-2015_anfektelse_0	4.0	comment	alexandra_w
1929-1965_anfektelse_10	1929-1965_anfektelse_31	3.0	comment	alexandra_w
1929-1965_anfektelse_10	1970-2015_anfektelse_16	4.0	comment	titare
1929-1965_anfektelse_10	1929-1965_anfektelse_33	4.0	comment	titare
1929-1965_anfektelse_10	1929-1965_anfektelse_17	4.0	comment	alexandra_w
1929-1965_anfektelse_10	1929-1965_anfektelse_51	4.0	comment	alexandra_w
1929-1965_anfektelse_10	1970-2015_anfektelse_16	4.0	comment	alexandra_w
1929-1965_anfektelse_10	1970-2015_anfektelse_2	4.0	comment	alexandra_w
1929-1965_anfektelse_10	1970-2015_anfektelse_3	3.0	comment	titare
1929-1965_anfektelse_10	1929-1965_anfektelse_43	4.0	comment	HelleBol
1970-2015_anfektelse_11	1929-1965_anfektelse_30	3.0	comment	HelleBol
1970-2015_anfektelse_11	1929-1965_anfektelse_43	0.0	comment	alexandra_w
1970-2015_anfektelse_11	1970-2015_anfektelse_3	1.0	comment	titare
1970-2015_anfektelse_11	1929-1965_anfektelse_30	1.0	comment	titare
1970-2015_anfektelse_11	1970-2015_anfektelse_4	4.0	comment	HelleBol
1970-2015_anfektelse_11	1970-2015_anfektelse_5	4.0	comment	HelleBol
1970-2015_anfektelse_11	1970-2015_anfektelse_5	4.0	comment	titare
1970-2015_anfektelse_11	1970-2015_anfektelse_17	1.0	comment	titare
1970-2015_anfektelse_11	1970-2015_anfektelse_6	2.0	comment	titare
1970-2015_anfektelse_11	1929-1965_anfektelse_10	3.0	comment	alexandra_w
1970-2015_anfektelse_11	1929-1965_anfektelse_51	0.0	comment	alexandra_w
1970-2015_anfektelse_11	1970-2015_anfektelse_4	2.0	comment	titare
1970-2015_anfektelse_11	1929-1965_anfektelse_10	2.0	comment	titare
1970-2015_anfektelse_4	1929-1965_anfektelse_10	0.0	comment	titare
1970-2015_anfektelse_4	1929-1965_anfektelse_30	2.0	comment	titare
1970-2015_anfektelse_4	1970-2015_anfektelse_17	0.0	comment	titare
1970-2015_anfektelse_4	1970-2015_anfektelse_9	3.0	comment	alexandra_w
1970-2015_anfektelse_4	1929-1965_anfektelse_31	4.0	comment	alexandra_w
1970-2015_anfektelse_4	1970-2015_anfektelse_9	4.0	comment	titare
1970-2015_anfektelse_4	1929-1965_anfektelse_17	3.0	comment	titare
1970-2015_anfektelse_4	1929-1965_anfektelse_56	4.0	comment	HelleBol
1970-2015_anfektelse_4	1970-2015_anfektelse_11	4.0	comment	alexandra_w
1970-2015_anfektelse_4	1970-2015_anfektelse_5	0.0	comment	alexandra_w
1970-2015_anfektelse_4	1929-1965_anfektelse_33	4.0	comment	alexandra_w
1970-2015_anfektelse_4	1970-2015_anfektelse_16	3.0	comment	HelleBol
1970-2015_anfektelse_4	1970-2015_anfektelse_16	2.0	comment	titare
1970-2015_anfektelse_4	1970-2015_anfektelse_6	3.0	comment	alexandra_w
1970-2015_anfektelse_4	1970-2015_anfektelse_15	1.0	comment	titare
1970-2015_anfektelse_4	1929-1965_anfektelse_31	2.0	comment	titare
1970-2015_anfektelse_4	1929-1965_anfektelse_30	3.0	comment	alexandra_w
1970-2015_anfektelse_4	1970-2015_anfektelse_6	1.0	comment	titare
1970-2015_anfektelse_6	1929-1965_anfektelse_48	0.0	comment	titare
1970-2015_anfektelse_6	1970-2015_anfektelse_5	0.0	comment	titare
1970-2015_anfektelse_6	1929-1965_anfektelse_31	3.0	comment	HelleBol
1970-2015_anfektelse_6	1929-1965_anfektelse_51	0.0	comment	titare
1970-2015_anfektelse_6	1929-1965_anfektelse_17	3.0	comment	alexandra_w
1970-2015_anfektelse_6	1929-1965_anfektelse_17	3.0	comment	HelleBol
1970-2015_anfektelse_6	1929-1965_anfektelse_56	4.0	comment	HelleBol
1970-2015_anfektelse_6	1929-1965_anfektelse_10	1.0	comment	titare
1970-2015_anfektelse_6	1929-1965_anfektelse_10	3.0	comment	HelleBol
1970-2015_anfektelse_6	1929-1965_anfektelse_33	3.0	comment	alexandra_w
1970-2015_anfektelse_6	1929-1965_anfektelse_51	3.0	comment	HelleBol
1970-2015_anfektelse_6	1970-2015_anfektelse_5	4.0	comment	HelleBol
1970-2015_anfektelse_6	1970-2015_anfektelse_9	0.0	comment	alexandra_w
1970-2015_anfektelse_6	1970-2015_anfektelse_16	1.0	comment	titare
1970-2015_anfektelse_6	1929-1965_anfektelse_33	1.0	comment	titare
1970-2015_anfektelse_6	1929-1965_anfektelse_43	1.0	comment	titare
1970-2015_anfektelse_6	1929-1965_anfektelse_32	1.0	comment	titare
1970-2015_anfektelse_6	1970-2015_anfektelse_3	4.0	comment	alexandra_w
1970-2015_anfektelse_6	1929-1965_anfektelse_31	0.0	comment	alexandra_w
1970-2015_anfektelse_6	1929-1965_anfektelse_56	1.0	comment	titare
1970-2015_anfektelse_6	1970-2015_anfektelse_0	3.0	comment	HelleBol
1970-2015_anfektelse_6	1929-1965_anfektelse_30	3.0	comment	alexandra_w
1929-1965_anfektelse_43	1970-2015_anfektelse_2	4.0	comment	titare
1929-1965_anfektelse_43	1929-1965_anfektelse_17	4.0	comment	titare
1929-1965_anfektelse_43	1970-2015_anfektelse_0	4.0	comment	HelleBol
1929-1965_anfektelse_43	1929-1965_anfektelse_32	3.0	comment	alexandra_w
1929-1965_anfektelse_43	1970-2015_anfektelse_17	3.0	comment	alexandra_w
1929-1965_anfektelse_43	1970-2015_anfektelse_4	3.0	comment	alexandra_w
1929-1965_anfektelse_43	1970-2015_anfektelse_16	4.0	comment	alexandra_w
1929-1965_anfektelse_43	1929-1965_anfektelse_51	0.0	comment	titare
1929-1965_anfektelse_43	1929-1965_anfektelse_11	4.0	comment	HelleBol
1929-1965_anfektelse_43	1970-2015_anfektelse_4	0.0	comment	titare
1929-1965_anfektelse_43	1929-1965_anfektelse_48	0.0	comment	titare
1929-1965_anfektelse_43	1970-2015_anfektelse_9	2.0	comment	alexandra_w
1929-1965_anfektelse_43	1970-2015_anfektelse_11	1.0	comment	titare
1929-1965_anfektelse_43	1970-2015_anfektelse_4	3.0	comment	HelleBol
1929-1965_anfektelse_43	1929-1965_anfektelse_31	3.0	comment	alexandra_w
1929-1965_anfektelse_43	1929-1965_anfektelse_10	4.0	comment	titare
1929-1965_anfektelse_43	1929-1965_anfektelse_30	4.0	comment	titare
1929-1965_anfektelse_43	1970-2015_anfektelse_16	4.0	comment	titare
1929-1965_anfektelse_43	1929-1965_anfektelse_56	4.0	comment	titare
1929-1965_anfektelse_43	1970-2015_anfektelse_2	4.0	comment	HelleBol
1970-2015_anfektelse_5	1970-2015_anfektelse_0	3.0	comment	HelleBol
1970-2015_anfektelse_5	1929-1965_anfektelse_56	1.0	comment	titare
1970-2015_anfektelse_5	1970-2015_anfektelse_2	1.0	comment	titare
1970-2015_anfektelse_5	1929-1965_anfektelse_17	3.0	comment	HelleBol
1970-2015_anfektelse_5	1970-2015_anfektelse_3	4.0	comment	alexandra_w
1970-2015_anfektelse_5	1970-2015_anfektelse_11	4.0	comment	alexandra_w
1970-2015_anfektelse_5	1929-1965_anfektelse_31	1.0	comment	titare
1970-2015_anfektelse_5	1970-2015_anfektelse_17	1.0	comment	titare
1970-2015_anfektelse_5	1929-1965_anfektelse_32	4.0	comment	alexandra_w
1970-2015_anfektelse_5	1929-1965_anfektelse_10	3.0	comment	HelleBol
1970-2015_anfektelse_5	1929-1965_anfektelse_51	3.0	comment	HelleBol
1970-2015_anfektelse_5	1970-2015_anfektelse_6	3.0	comment	alexandra_w
