identifier1	identifier2	judgment	comment	annotator	lemma
2012-2019_bank_40560	1980-1990_bank_206	4.0	comment	HelleBol	bank
2012-2019_bank_40560	1980-1990_bank_4351	4.0	comment	HelleBol	bank
2012-2019_bank_40560	2012-2019_bank_3477	4.0	comment	titare	bank
2012-2019_bank_40560	1980-1990_bank_4748	4.0	comment	alexandra_w	bank
2012-2019_bank_40560	2012-2019_bank_1536	4.0	comment	alexandra_w	bank
2012-2019_bank_40560	1980-1990_bank_3391	4.0	comment	alexandra_w	bank
2012-2019_bank_40560	1980-1990_bank_835	4.0	comment	titare	bank
2012-2019_bank_40560	2012-2019_bank_38048	4.0	comment	titare	bank
2012-2019_bank_40560	2012-2019_bank_38450	4.0	comment	titare	bank
2012-2019_bank_40560	1980-1990_bank_4748	4.0	comment	HelleBol	bank
2012-2019_bank_40560	2012-2019_bank_4769	4.0	comment	HelleBol	bank
2012-2019_bank_40560	1980-1990_bank_835	4.0	comment	HelleBol	bank
2012-2019_bank_40560	1980-1990_bank_2829	4.0	comment	alexandra_w	bank
1980-1990_bank_3609	2012-2019_bank_1536	4.0	comment	alexandra_w	bank
1980-1990_bank_3609	1980-1990_bank_4829	4.0	comment	HelleBol	bank
1980-1990_bank_3609	1980-1990_bank_4063	4.0	comment	titare	bank
1980-1990_bank_3609	2012-2019_bank_4769	4.0	comment	alexandra_w	bank
1980-1990_bank_3609	1980-1990_bank_206	4.0	comment	titare	bank
1980-1990_bank_3609	1980-1990_bank_3022	4.0	comment	HelleBol	bank
1980-1990_bank_3609	1980-1990_bank_4351	4.0	comment	titare	bank
1980-1990_bank_3609	1980-1990_bank_835	4.0	comment	HelleBol	bank
1980-1990_bank_3609	2012-2019_bank_4769	4.0	comment	HelleBol	bank
1980-1990_bank_3609	2012-2019_bank_27137	4.0	comment	HelleBol	bank
1980-1990_bank_3609	1980-1990_bank_4063	4.0	comment	alexandra_w	bank
1980-1990_bank_3609	1980-1990_bank_2829	4.0	comment	HelleBol	bank
1980-1990_bank_835	2012-2019_bank_38048	4.0	comment	HelleBol	bank
1980-1990_bank_835	1980-1990_bank_4351	4.0	comment	titare	bank
1980-1990_bank_835	2012-2019_bank_38450	4.0	comment	alexandra_w	bank
1980-1990_bank_835	1980-1990_bank_3668	4.0	comment	titare	bank
1980-1990_bank_835	2012-2019_bank_1536	4.0	comment	titare	bank
1980-1990_bank_835	1980-1990_bank_4748	4.0	comment	HelleBol	bank
1980-1990_bank_835	2012-2019_bank_38048	4.0	comment	alexandra_w	bank
1980-1990_bank_835	1980-1990_bank_206	4.0	comment	titare	bank
1980-1990_bank_835	2012-2019_bank_27137	4.0	comment	alexandra_w	bank
1980-1990_bank_835	1980-1990_bank_3391	4.0	comment	titare	bank
1980-1990_bank_835	1980-1990_bank_3609	4.0	comment	alexandra_w	bank
1980-1990_bank_835	2012-2019_bank_21123	4.0	comment	titare	bank
1980-1990_bank_835	2012-2019_bank_6859	4.0	comment	HelleBol	bank
1980-1990_bank_835	2012-2019_bank_40560	4.0	comment	alexandra_w	bank
1980-1990_bank_835	1980-1990_bank_4748	4.0	comment	titare	bank
1980-1990_bank_835	2012-2019_bank_3477	4.0	comment	HelleBol	bank
2012-2019_bank_1536	2012-2019_bank_15299	4.0	comment	alexandra_w	bank
2012-2019_bank_1536	2012-2019_bank_38450	4.0	comment	alexandra_w	bank
2012-2019_bank_1536	1980-1990_bank_3668	4.0	comment	titare	bank
2012-2019_bank_1536	2012-2019_bank_38048	4.0	comment	HelleBol	bank
2012-2019_bank_1536	1980-1990_bank_3668	4.0	comment	alexandra_w	bank
2012-2019_bank_1536	2012-2019_bank_6859	4.0	comment	titare	bank
2012-2019_bank_1536	2012-2019_bank_4769	4.0	comment	HelleBol	bank
2012-2019_bank_1536	2012-2019_bank_3477	4.0	comment	alexandra_w	bank
2012-2019_bank_1536	1980-1990_bank_3022	4.0	comment	titare	bank
2012-2019_bank_1536	1980-1990_bank_835	4.0	comment	alexandra_w	bank
2012-2019_bank_1536	2012-2019_bank_21123	4.0	comment	HelleBol	bank
2012-2019_bank_1536	2012-2019_bank_27137	4.0	comment	HelleBol	bank
2012-2019_bank_1536	2012-2019_bank_27137	4.0	comment	titare	bank
2012-2019_bank_1536	1980-1990_bank_4063	4.0	comment	titare	bank
2012-2019_bank_1536	1980-1990_bank_3609	4.0	comment	titare	bank
2012-2019_bank_1536	1980-1990_bank_206	4.0	comment	HelleBol	bank
2012-2019_bank_1536	1980-1990_bank_4063	4.0	comment	alexandra_w	bank
2012-2019_bank_1536	1980-1990_bank_835	4.0	comment	HelleBol	bank
2012-2019_bank_1536	2012-2019_bank_40560	4.0	comment	titare	bank
2012-2019_bank_1536	1980-1990_bank_3022	4.0	comment	HelleBol	bank
2012-2019_bank_38450	2012-2019_bank_4769	4.0	comment	HelleBol	bank
2012-2019_bank_38450	2012-2019_bank_6859	4.0	comment	HelleBol	bank
2012-2019_bank_38450	2012-2019_bank_40560	4.0	comment	HelleBol	bank
2012-2019_bank_38450	1980-1990_bank_3668	4.0	comment	alexandra_w	bank
2012-2019_bank_38450	2012-2019_bank_24575	4.0	comment	HelleBol	bank
2012-2019_bank_38450	1980-1990_bank_2829	4.0	comment	HelleBol	bank
2012-2019_bank_38450	2012-2019_bank_15299	4.0	comment	alexandra_w	bank
2012-2019_bank_38450	2012-2019_bank_4769	4.0	comment	alexandra_w	bank
2012-2019_bank_38450	1980-1990_bank_4063	4.0	comment	HelleBol	bank
2012-2019_bank_38450	1980-1990_bank_2829	4.0	comment	titare	bank
2012-2019_bank_38450	1980-1990_bank_3391	4.0	comment	alexandra_w	bank
2012-2019_bank_38450	2012-2019_bank_40560	4.0	comment	alexandra_w	bank
1980-1990_bank_3022	1980-1990_bank_3668	4.0	comment	titare	bank
1980-1990_bank_3022	1980-1990_bank_206	4.0	comment	HelleBol	bank
1980-1990_bank_3022	2012-2019_bank_6859	4.0	comment	alexandra_w	bank
1980-1990_bank_3022	2012-2019_bank_6859	4.0	comment	titare	bank
1980-1990_bank_3022	1980-1990_bank_4748	4.0	comment	titare	bank
1980-1990_bank_3022	2012-2019_bank_38048	4.0	comment	alexandra_w	bank
1980-1990_bank_3022	1980-1990_bank_835	4.0	comment	titare	bank
1980-1990_bank_3022	1980-1990_bank_2829	4.0	comment	HelleBol	bank
1980-1990_bank_3022	1980-1990_bank_835	4.0	comment	HelleBol	bank
1980-1990_bank_3022	2012-2019_bank_24575	4.0	comment	HelleBol	bank
1980-1990_bank_3022	2012-2019_bank_38450	4.0	comment	alexandra_w	bank
1980-1990_bank_3022	1980-1990_bank_4829	4.0	comment	HelleBol	bank
1980-1990_bank_3022	2012-2019_bank_15299	4.0	comment	alexandra_w	bank
1980-1990_bank_3391	2012-2019_bank_38048	4.0	comment	alexandra_w	bank
1980-1990_bank_3391	2012-2019_bank_1536	4.0	comment	alexandra_w	bank
1980-1990_bank_3391	1980-1990_bank_3668	4.0	comment	alexandra_w	bank
1980-1990_bank_3391	2012-2019_bank_27137	4.0	comment	titare	bank
1980-1990_bank_3391	2012-2019_bank_38048	4.0	comment	HelleBol	bank
1980-1990_bank_3391	2012-2019_bank_4769	4.0	comment	alexandra_w	bank
1980-1990_bank_3391	1980-1990_bank_4351	4.0	comment	alexandra_w	bank
1980-1990_bank_3391	1980-1990_bank_3609	4.0	comment	HelleBol	bank
1980-1990_bank_3391	2012-2019_bank_6859	4.0	comment	alexandra_w	bank
1980-1990_bank_3391	1980-1990_bank_4063	4.0	comment	HelleBol	bank
1980-1990_bank_3391	2012-2019_bank_4769	4.0	comment	titare	bank
1980-1990_bank_3391	1980-1990_bank_3668	4.0	comment	titare	bank
1980-1990_bank_3391	1980-1990_bank_4351	4.0	comment	HelleBol	bank
1980-1990_bank_3391	2012-2019_bank_1536	4.0	comment	HelleBol	bank
1980-1990_bank_3391	1980-1990_bank_206	4.0	comment	alexandra_w	bank
1980-1990_bank_3391	1980-1990_bank_4829	4.0	comment	titare	bank
1980-1990_bank_3668	2012-2019_bank_40560	4.0	comment	alexandra_w	bank
1980-1990_bank_3668	1980-1990_bank_4063	4.0	comment	HelleBol	bank
1980-1990_bank_3668	2012-2019_bank_24575	4.0	comment	alexandra_w	bank
1980-1990_bank_3668	2012-2019_bank_15299	4.0	comment	HelleBol	bank
1980-1990_bank_3668	1980-1990_bank_206	4.0	comment	alexandra_w	bank
1980-1990_bank_3668	2012-2019_bank_1536	4.0	comment	HelleBol	bank
1980-1990_bank_3668	2012-2019_bank_38450	4.0	comment	titare	bank
1980-1990_bank_3668	1980-1990_bank_835	4.0	comment	alexandra_w	bank
1980-1990_bank_3668	1980-1990_bank_4829	4.0	comment	HelleBol	bank
1980-1990_bank_3668	2012-2019_bank_21123	4.0	comment	titare	bank
1980-1990_bank_3668	2012-2019_bank_3477	4.0	comment	HelleBol	bank
