lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
mappe	NN	2012	2012-2019	2012-2019_mappe_355		Videoen ble publisert onsdag, mindre enn tre måneder etter at det som antas å vaere al-Baghdadi, sto frem i en video med en mappe med navnet «Wilayat Tyrkia»	124:129	0:157
mappe	NN	2012	2012-2019	2012-2019_mappe_310		I kartet kan du se at Google har lagret steder jeg har vaert i Oslo helt siden november 2006. Karl Philip Lund Google har en mappe for min aktivitet i hvert Google produkt jeg har benyttet.	125:130	0:189
mappe	NN	2012	2012-2019	2012-2019_mappe_200		Også det øvrige materialet fra okkupasjonsårene inneholder opplysninger som ikke kan frigis før klausulene opphører. Under Aftenpostens besøk i Riksarkivet gikk en medarbeider gjennom en heller spesiell sak: I mappen ligger detaljert informasjon om en jødisk forretningsmann som under hele krigen handlet med tyskerne - i Norge. En annen mappe rommer bilder av samtlige tyske offiserer som en norsk kvinne hadde et forhold til. Rådgiver Jon Barstad fastslår:	338:343	0:458
mappe	NN	2012	2012-2019	2012-2019_mappe_291		Inntrykket er at mange ikke forstår hvor farlig den varme drikken er. - Noen reagerer først når de ser bilder som dette, sier Mørk og åpner en mappe med filer som dokumenterer skadene. Kinn, bryst, arm og mage Typiske skader er sår nedover kinn, hals, arm, bryst og mage, akkurat der den varme kaffen har rent.	143:148	0:310
mappe	NN	2012	2012-2019	2012-2019_mappe_339		Under etterforskningen av saken glemte etterforskerne en mappe med bilder av Kim Walls lik på Madsens verksted.	57:62	0:111
mappe	NN	2012	2012-2019	2012-2019_mappe_331		I en av videoene blir en gruppe mennesker av begge kjønn hengt, før videoen senere går over i seksuell aktivitet, ifølge rapporten aktor leser høyt fra. Det er også funnet 55 videoer av ulik pornografisk karakter i en mappe på en av harddiskene, blant annet en sexvideo Madsen selv har laget. Tidligere i saken har vitner forklart at Madsen ønsket å filme deres seksuelle omgang. En av kvinnene mener dessuten at Madsen delte sine fantasier om å lage en «snuff-film» , en film som inneholder både seksuell omgang og drap.	218:223	0:521
mappe	NN	2012	2012-2019	2012-2019_mappe_135		Det betyr ikke at jeg kan la helt vaere å kikke i den. Men å redusere antall avbrytelser pr. time fra 5 - 10 til 2-5, gjør at jeg får konsentrert meg mye bedre om det jeg faktisk skal gjøre. Gradvis trener du også Sanebox til å kjenne deg enda bedre, ved at du flytter de få e-postene som blir sortert feil til riktig mappe.	318:323	0:324
mappe	NN	2012	2012-2019	2012-2019_mappe_279		– Du må finne ut hva e-posten er og om du må gjøre noe med den nå. Svarer du nei på det siste spørsmålet, må du fortsette å spørre deg selv om du kan slette den eller om det er arkivverdig. Er e-posten noe du kan gjøre «Engang/kanskje», kan du sortere den i en egen mappe. Fakta: Spam-mail i innboksen	266:271	0:301
mappe	NN	2012	2012-2019	2012-2019_mappe_167		I noen tilfeller krever det imidlertid at du «rooter» telefonen. Som iPhone-bruker må du gjemme unna apper som Aksjer, Vaeret, Kompass og Aviskiosk i en egen mappe på hjem-skjermen hvis du ikke bruker dem. Ikke minst får du som Android-bruker valgfrihet til å velge akkurat hvilke apper du ønsker å bruke som standardvalg: Nettleser, videoavspilling, meldingsapp, ringe-app og så videre.	158:163	0:387
mappe	NN	2012	2012-2019	2012-2019_mappe_159		Ønsker du å slette en mappe igjen, trykk og hold, og dra den opp øverst til skjermen hvor det står Fjern. Til slutt	22:27	0:115
mappe	NN	2012	2012-2019	2012-2019_mappe_335		FBI ble varslet, og saken ble sendt videre til føderalt politi i Australia, som søkte gjennom guttens hjem i fjor. Det ble funnet en mappe med navnet «hacky hack hack».	133:138	0:168
